"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ADAM91",5.8683703671128e-17,1.18333199497768,0.463,0.301,2.14788223806696e-12,"7","ADAM9"
"SDF2L12",6.23549811382745e-17,1.44563373037286,0.504,0.363,2.28225466464199e-12,"7","SDF2L1"
"VAMP81",7.44244227786677e-17,1.16785058641316,0.539,0.391,2.72400829812202e-12,"7","VAMP8"
"BLVRB2",8.30559639422377e-17,1.30981218539535,0.501,0.363,3.03993133624984e-12,"7","BLVRB"
"ID12",8.32357068720587e-17,1.13654919205962,0.355,0.199,3.04651010722422e-12,"7","ID1"
"COX8A1",9.44558496800585e-17,1.05404577692843,0.632,0.566,3.45717855413982e-12,"7","COX8A"
"CEBPD2",9.93978709875738e-17,0.964866728404619,0.466,0.302,3.63806147601619e-12,"7","CEBPD"
"SMIM191",1.02010560538998e-16,1.86477601252225,0.368,0.22,3.73368852628788e-12,"7","SMIM19"
"COX7A2L2",1.04004068892358e-16,1.11265229236236,0.602,0.508,3.80665292552921e-12,"7","COX7A2L"
"PSMA63",1.350827145043e-16,0.918824975439778,0.655,0.559,4.94416243357189e-12,"7","PSMA6"
"CYCS1",1.87376735495125e-16,0.982185191094896,0.627,0.544,6.85817589585706e-12,"7","CYCS"
"ARG21",1.94827917987773e-16,2.15703783268501,0.295,0.154,7.13089662627047e-12,"7","ARG2"
"TMED101",2.38790042683828e-16,1.26322933296403,0.587,0.493,8.73995435227079e-12,"7","TMED10"
"RAB11A1",2.87667308760753e-16,1.19103849873297,0.537,0.401,1.05289111679523e-11,"7","RAB11A"
"HM131",4.37996502801254e-16,1.3103980782984,0.521,0.406,1.60311099990287e-11,"7","HM13"
"ARPC1A1",4.41502716976011e-16,1.63743131675594,0.428,0.284,1.6159440944039e-11,"7","ARPC1A"
"TMEM401",5.9561424021728e-16,1.51616400941096,0.259,0.124,2.18000768061927e-11,"7","TMEM40"
"SLC2A11",6.34988748979916e-16,0.899884479095151,0.476,0.31,2.32412232014139e-11,"7","SLC2A1"
"S100A91",7.08001892528398e-16,1.77530460029075,0.36,0.206,2.59135772684319e-11,"7","S100A9"
"SRP141",7.80442278521783e-16,0.539521375175981,0.829,0.836,2.85649678361758e-11,"7","SRP14"
"POLR2H2",8.06710709100961e-16,1.37731225519065,0.509,0.389,2.95264186638043e-11,"7","POLR2H"
"SEM12",8.29815918782799e-16,1.21366774587762,0.557,0.45,3.03720924433692e-11,"7","SEM1"
"RPL322",9.49953266647028e-16,0.323327687218881,0.995,0.987,3.47692395125479e-11,"7","RPL32"
"UCHL31",1.74403184931903e-15,1.7210005001899,0.368,0.227,6.38333097169257e-11,"7","UCHL3"
"ATP5MC31",1.88373435200415e-15,0.913919132028278,0.647,0.586,6.89465610177039e-11,"7","ATP5MC3"
"CENPX1",1.92095522743085e-15,1.79341105096805,0.38,0.25,7.03088822791964e-11,"7","CENPX"
"SNU131",1.92169203889012e-15,0.993708108990208,0.67,0.622,7.03358503154173e-11,"7","SNU13"
"CALM22",2.20604931744725e-15,0.808183657328985,0.725,0.727,8.07436110678868e-11,"7","CALM2"
"IFITM32",2.64479615175661e-15,1.15386984761734,0.446,0.285,9.68021839504436e-11,"7","IFITM3"
"SELENOP1",2.7882865775227e-15,1.42326134820073,0.295,0.155,1.02054077023908e-10,"7","SELENOP"
"BUD311",5.35185380760548e-15,1.15822105982104,0.572,0.463,1.95883201212168e-10,"7","BUD31"
"AP2S13",7.98263516533823e-15,1.19912750286325,0.559,0.457,2.92172429686544e-10,"7","AP2S1"
"RPL36A2",1.07958586374822e-14,0.52018184133841,0.894,0.911,3.95139221990486e-10,"7","RPL36A"
"CCT41",1.1069175288336e-14,0.963922661983891,0.584,0.489,4.05142884728387e-10,"7","CCT4"
"CRNDE1",1.17801573346469e-14,2.13357491229804,0.264,0.141,4.31165538605411e-10,"7","CRNDE"
"PRDX62",1.22469142892366e-14,0.847609130759666,0.662,0.601,4.48249309900349e-10,"7","PRDX6"
"AHCY1",1.26612737632318e-14,2.10330693102147,0.292,0.164,4.63415281008047e-10,"7","AHCY"
"COX6B11",1.53231869087912e-14,1.12162602133671,0.635,0.577,5.60843964048668e-10,"7","COX6B1"
"MDK2",2.07715477798353e-14,1.77197608667578,0.355,0.224,7.60259420289753e-10,"7","MDK"
"CLDN11",2.40660742956887e-14,1.19789942982628,0.285,0.146,8.80842385296502e-10,"7","CLDN1"
"CAMTA12",3.65761472628181e-14,1.38725137567689,0.484,0.362,1.3387235659664e-09,"7","CAMTA1"
"BANF12",4.67960518066377e-14,1.54044659790513,0.428,0.308,1.71278229217475e-09,"7","BANF1"
"BOLA31",4.92138665345652e-14,2.03311808006304,0.302,0.177,1.80127672903162e-09,"7","BOLA3"
"MRPL361",5.05857780956689e-14,1.79120226065451,0.398,0.273,1.85149006407958e-09,"7","MRPL36"
"COPZ11",5.60818511496508e-14,1.73034974622364,0.408,0.28,2.05265183392837e-09,"7","COPZ1"
"TSPO2",6.3855255721288e-14,0.9650569483917,0.655,0.575,2.33716621465486e-09,"7","TSPO"
"PUF601",6.97462356804862e-14,1.47125054322735,0.423,0.305,2.55278197214148e-09,"7","PUF60"
"UBE2S1",7.10517460235355e-14,1.30325022604986,0.574,0.547,2.60056495620742e-09,"7","UBE2S"
"ANAPC111",7.16487514715572e-14,1.40445051618443,0.514,0.42,2.62241595261047e-09,"7","ANAPC11"
"NDUFB91",8.17226640289233e-14,1.41277601241223,0.511,0.414,2.99113122612262e-09,"7","NDUFB9"
"MYL12A2",1.14529775847177e-13,0.707756795773609,0.73,0.704,4.19190432578253e-09,"7","MYL12A"
"YWHAE1",1.61477899045543e-13,1.10303622345982,0.567,0.502,5.91025258296592e-09,"7","YWHAE"
"PCBD11",1.63052413979814e-13,1.85786673778712,0.34,0.214,5.96788140407519e-09,"7","PCBD1"
"CALR2",1.94882184627355e-13,0.913578539767204,0.668,0.598,7.13288283954582e-09,"7","CALR"
"ECHS11",1.97416695157058e-13,1.51422354038331,0.418,0.292,7.22564845944347e-09,"7","ECHS1"
"COX5B1",1.99448416985044e-13,0.978077119909896,0.642,0.586,7.3000115100696e-09,"7","COX5B"
"YWHAB2",2.42391924363157e-13,0.844436586495113,0.685,0.634,8.87178682361591e-09,"7","YWHAB"
"RNF72",2.52587827301512e-13,0.948166913516141,0.64,0.598,9.24496706706264e-09,"7","RNF7"
"YWHAQ2",2.64065480312258e-13,0.952617483487449,0.587,0.495,9.66506064490894e-09,"7","YWHAQ"
"HES11",2.87462708386655e-13,1.27022871105806,0.355,0.22,1.052142258966e-08,"7","HES1"
"PHB3",3.12893776353371e-13,1.81948254370577,0.416,0.296,1.14522251083097e-08,"7","PHB"
"HDGF1",3.37642234895807e-13,1.41921167778748,0.481,0.368,1.23580434394214e-08,"7","HDGF"
"SH3YL11",4.56408608962587e-13,1.51910673740201,0.353,0.218,1.67050114966396e-08,"7","SH3YL1"
"MT1E2",4.58117367077077e-13,1.37500480690537,0.36,0.229,1.67675537523881e-08,"7","MT1E"
"CCT72",4.59854062538735e-13,1.58615705932323,0.441,0.327,1.68311185429802e-08,"7","CCT7"
"SUMO21",5.62189500673983e-13,0.591657503672508,0.781,0.829,2.05766979141685e-08,"7","SUMO2"
"LSM11",5.74660674465345e-13,1.46670777802469,0.443,0.327,2.10331553461061e-08,"7","LSM1"
"FOSL12",7.00424378092576e-13,1.48378631902581,0.335,0.211,2.56362326625664e-08,"7","FOSL1"
"TMEM2382",8.10223851540352e-13,1.74945521168237,0.325,0.196,2.96550031902284e-08,"7","TMEM238"
"GPX41",8.92921427528471e-13,0.588961681775716,0.763,0.788,3.26818171689696e-08,"7","GPX4"
"DGUOK1",1.18734795415757e-12,1.34815961010059,0.471,0.369,4.34581224701213e-08,"7","DGUOK"
"SDC42",1.30796057104732e-12,1.30489556197853,0.411,0.28,4.78726648609031e-08,"7","SDC4"
"IDH21",1.50047490451499e-12,1.53045623116561,0.388,0.272,5.4918881980153e-08,"7","IDH2"
"MICOS102",1.53571312455224e-12,1.31591961327449,0.504,0.413,5.62086360717366e-08,"7","MICOS10"
"DNAJB111",1.87427810125658e-12,1.29094113490754,0.463,0.36,6.86004527840921e-08,"7","DNAJB11"
"RPL392",1.96345571027927e-12,0.365846043908668,0.99,0.984,7.18644424519316e-08,"7","RPL39"
"SNRPG1",2.30552006104687e-12,1.13967080353606,0.549,0.489,8.43843397543766e-08,"7","SNRPG"
"FBL1",2.50086657280152e-12,1.40794221586924,0.428,0.311,9.15342174311086e-08,"7","FBL"
"SRSF91",2.76751897845784e-12,0.839271287125622,0.65,0.637,1.01293962130536e-07,"7","SRSF9"
"ILF22",2.94023520279572e-12,1.07787443200303,0.531,0.445,1.07615548657526e-07,"7","ILF2"
"MYDGF2",3.46194312355459e-12,0.781104575044563,0.607,0.497,1.26710580265222e-07,"7","MYDGF"
"NIT21",3.83601397287893e-12,1.80626880643863,0.295,0.177,1.40401947421342e-07,"7","NIT2"
"HSD17B101",4.52366103708419e-12,2.01073925446993,0.31,0.193,1.65570517618318e-07,"7","HSD17B10"
"CAV12",4.60938717136031e-12,1.87896363621927,0.327,0.207,1.68708179858959e-07,"7","CAV1"
"MRPL131",4.64438061774058e-12,1.68107465842991,0.343,0.225,1.69988974989923e-07,"7","MRPL13"
"H1F02",5.1467270243626e-12,1.16597433262721,0.398,0.265,1.88375355818696e-07,"7","H1F0"
"ERCC12",7.8739860742281e-12,1.84497033704997,0.35,0.236,2.88195764302823e-07,"7","ERCC1"
"ANXA41",1.23717863518459e-11,1.91130433167411,0.307,0.195,4.5281975226391e-07,"7","ANXA4"
"CKB2",1.65644417095392e-11,1.84042281113363,0.305,0.194,6.06275131010843e-07,"7","CKB"
"CAPN22",1.99504714931032e-11,1.05399693166636,0.471,0.358,7.30207207119071e-07,"7","CAPN2"
"COMT2",2.06953555678138e-11,1.5410347347035,0.398,0.3,7.57470709137553e-07,"7","COMT"
"PSMB31",2.30307079642243e-11,1.2099722009038,0.504,0.435,8.42946942198574e-07,"7","PSMB3"
"LMNA1",2.53501124654308e-11,0.739185872280059,0.589,0.515,9.27839466347233e-07,"7","LMNA"
"MYL92",2.90395294060903e-11,1.73252885966281,0.282,0.167,1.06287581579231e-06,"7","MYL9"
"DST2",3.12721912117143e-11,1.27884360578716,0.327,0.21,1.14459347053996e-06,"7","DST"
"BCAP311",3.34432508228195e-11,1.24587953835963,0.501,0.406,1.22405642336602e-06,"7","BCAP31"
"RNF1812",3.63724279102202e-11,1.1367704144367,0.547,0.469,1.33126723394197e-06,"7","RNF181"
"PPM1G1",3.65650940417677e-11,1.20710886038573,0.461,0.357,1.33831900702274e-06,"7","PPM1G"
"PDIA42",3.90397060799048e-11,1.53180518911364,0.38,0.273,1.4288922822306e-06,"7","PDIA4"
"KDELR22",4.16750464669836e-11,0.999581333807959,0.607,0.515,1.52534837573807e-06,"7","KDELR2"
"SCPEP11",4.2207710948816e-11,1.49480585828387,0.355,0.244,1.54484442843761e-06,"7","SCPEP1"
"ERH1",4.53477544210798e-11,1.20994577592053,0.544,0.484,1.65977315956594e-06,"7","ERH"
"ALG31",4.73567541151238e-11,2.18039513754741,0.267,0.161,1.73330455736765e-06,"7","ALG3"
"COX7B1",5.91092992643868e-11,1.00351077528305,0.622,0.577,2.16345946237582e-06,"7","COX7B"
"HILPDA2",6.238715806041e-11,0.85179097617816,0.486,0.37,2.28343237216907e-06,"7","HILPDA"
"PSME22",7.36105376381966e-11,1.03333520765998,0.544,0.477,2.69421928809563e-06,"7","PSME2"
"GOLGA71",7.88877541144041e-11,1.30955051618994,0.421,0.313,2.8873706883413e-06,"7","GOLGA7"
"PLTP2",1.01806780212058e-10,1.68282019270034,0.317,0.211,3.72622996254154e-06,"7","PLTP"
"EBNA1BP22",1.19312423343444e-10,1.8149360672534,0.315,0.204,4.36695400679339e-06,"7","EBNA1BP2"
"FNTA1",1.3796349894791e-10,1.32296535608833,0.421,0.31,5.04960202499245e-06,"7","FNTA"
"TSPAN131",1.52810207063198e-10,1.93927065358854,0.292,0.187,5.59300638872009e-06,"7","TSPAN13"
"OSTC2",1.53425141954985e-10,0.747969695056944,0.579,0.482,5.61551362069439e-06,"7","OSTC"
"POLR2I1",1.78608103000304e-10,1.45627162337905,0.418,0.315,6.53723517791413e-06,"7","POLR2I"
"RPL63",1.95946536666605e-10,0.355763943839936,0.935,0.965,7.17183918853443e-06,"7","RPL6"
"BSG2",2.02759422729248e-10,1.01859887963144,0.569,0.514,7.42119763131322e-06,"7","BSG"
"ELOC1",2.02810573533726e-10,1.21142987343094,0.531,0.461,7.42306980190789e-06,"7","ELOC"
"SNF81",2.26907322497855e-10,1.4310648087621,0.421,0.319,8.30503491074398e-06,"7","SNF8"
"PSMB21",2.32474681378883e-10,1.23475735854656,0.476,0.396,8.5088058131485e-06,"7","PSMB2"
"CAV22",2.47566343508823e-10,1.7251666935597,0.302,0.198,9.06117573876644e-06,"7","CAV2"
"DDOST1",2.50612943944519e-10,1.40547678392391,0.466,0.382,9.17268436131334e-06,"7","DDOST"
"KDELR12",3.18609100679158e-10,0.912735912189907,0.572,0.513,1.16614116939579e-05,"7","KDELR1"
"PLPP51",3.37818856137796e-10,1.30615121347348,0.421,0.319,1.23645079534995e-05,"7","PLPP5"
"ELOB2",4.44800805986394e-10,0.784582213213716,0.657,0.636,1.6280154299908e-05,"7","ELOB"
"PSMF11",5.07272352615541e-10,1.58573522705897,0.343,0.239,1.85666753780814e-05,"7","PSMF1"
"TMED32",5.10663862114551e-10,1.5383546841413,0.375,0.271,1.86908080172547e-05,"7","TMED3"
"BRIX11",6.50711276362921e-10,1.54192813002954,0.36,0.26,2.38166834261593e-05,"7","BRIX1"
"BAD2",7.38326385119697e-10,1.54646995842912,0.378,0.279,2.7023484021766e-05,"7","BAD"
"AK22",9.75619580329436e-10,1.2166890791871,0.423,0.311,3.57086522596377e-05,"7","AK2"
"MAP3K131",1.05654790480717e-09,1.44220630379833,0.365,0.26,3.86707098638472e-05,"7","MAP3K13"
"SEC11C2",1.06385700068001e-09,1.00662360399171,0.504,0.394,3.89382300818892e-05,"7","SEC11C"
"TBCA2",1.21088963487269e-09,1.10347593228687,0.499,0.423,4.43197715259754e-05,"7","TBCA"
"PARK72",1.25669376403641e-09,0.77844302555133,0.645,0.618,4.59962484574968e-05,"7","PARK7"
"MCTS11",1.32893097145463e-09,1.83003231243583,0.31,0.208,4.86402024862108e-05,"7","MCTS1"
"ATP5F1E2",1.63495129565192e-09,0.553553992866059,0.811,0.854,5.98408523721558e-05,"7","ATP5F1E"
"ACTL6A1",2.77442617556153e-09,1.85301598352217,0.252,0.153,0.000101546772451728,"7","ACTL6A"
"CLPTM1L1",3.4623155792264e-09,1.51460048123904,0.365,0.268,0.000126724212515265,"7","CLPTM1L"
"ATP5F1B1",3.530225693371e-09,0.866130689025857,0.592,0.562,0.000129209790603072,"7","ATP5F1B"
"TMEM106C1",4.47334233953437e-09,1.86455064926874,0.27,0.178,0.000163728802969297,"7","TMEM106C"
"RPL273",4.52248653067892e-09,0.329323479402369,0.909,0.922,0.000165527529509379,"7","RPL27"
"MRPL172",4.61190728212002e-09,1.4671516123478,0.388,0.294,0.000168800418432875,"7","MRPL17"
"ATF53",4.70053367092725e-09,1.04392668573045,0.368,0.262,0.000172044232889608,"7","ATF5"
"TMBIM61",5.29800592653874e-09,0.506584553030969,0.766,0.785,0.000193912314917245,"7","TMBIM6"
"C1QBP1",5.38324368028843e-09,1.14149435408586,0.463,0.379,0.000197032101942237,"7","C1QBP"
"TATDN11",7.24417537699928e-09,1.85136174039787,0.297,0.197,0.000265144062973551,"7","TATDN1"
"TRMT1122",7.378648338683e-09,0.72792115893972,0.635,0.612,0.000270065907844136,"7","TRMT112"
"CCT22",8.0778325459529e-09,1.14665754867529,0.456,0.382,0.000295656749014422,"7","CCT2"
"PGAM12",8.60742825565006e-09,0.676413029411645,0.615,0.543,0.000315040481585048,"7","PGAM1"
"SCAND11",8.93733459826821e-09,0.924912487712109,0.539,0.49,0.000327115383631215,"7","SCAND1"
"ADRM11",9.43993258552324e-09,1.18356955503024,0.466,0.402,0.000345510972562736,"7","ADRM1"
"OSMR2",9.60456738020477e-09,1.22466670342322,0.315,0.211,0.000351536770682875,"7","OSMR"
"TFG1",1.0226572402462e-08,1.09378832585658,0.458,0.371,0.00037430277650251,"7","TFG"
"POLR2K1",1.03961542570587e-08,1.06012817537149,0.481,0.404,0.000380509641962605,"7","POLR2K"
"BNIP32",1.13325410227444e-08,0.986251312879381,0.496,0.405,0.000414782333973467,"7","BNIP3"
"LSM31",1.34190385697346e-08,1.32708637930751,0.413,0.335,0.000491150230690857,"7","LSM3"
"RALY1",1.35861169043968e-08,1.32661278902721,0.385,0.299,0.000497265464817826,"7","RALY"
"TMED22",1.39004191850833e-08,1.0685185105891,0.516,0.448,0.000508769242593233,"7","TMED2"
"PAWR2",1.40143404920828e-08,1.337309304952,0.315,0.215,0.000512938876350722,"7","PAWR"
"BID2",1.42041274384517e-08,1.13129278646597,0.426,0.334,0.000519885268374772,"7","BID"
"GMPS1",1.78489980276731e-08,1.72073535311386,0.305,0.215,0.000653291176810864,"7","GMPS"
"SDC11",2.15049280034922e-08,1.12942978210128,0.297,0.194,0.000787101869855818,"7","SDC1"
"RPL52",2.34221955814236e-08,0.277413174730441,0.975,0.967,0.000857275780475685,"7","RPL5"
"COPS51",2.595659763313e-08,1.25114030317463,0.37,0.276,0.000950037429970192,"7","COPS5"
"NEDD82",2.8083110793528e-08,0.963460009877585,0.534,0.477,0.00102786993815392,"7","NEDD8"
"MEA11",3.06095907614686e-08,1.48717796568833,0.353,0.26,0.00112034163146051,"7","MEA1"
"KIAA15221",3.15850492393918e-08,1.44163428826014,0.252,0.155,0.00115604438721098,"7","KIAA1522"
"FKBP42",3.28099716452995e-08,1.11183914112934,0.406,0.314,0.00120087777218961,"7","FKBP4"
"DYNLT12",3.3775312836291e-08,1.14186783182352,0.451,0.369,0.00123621022512109,"7","DYNLT1"
"MDH11",3.59751199116298e-08,1.27796074872943,0.416,0.335,0.00131672536388556,"7","MDH1"
"RTRAF2",3.76830810138268e-08,0.866433254283457,0.559,0.526,0.00137923844818707,"7","RTRAF"
"NAA102",3.89662818682049e-08,1.29013024272877,0.385,0.298,0.00142620488265817,"7","NAA10"
"HRAS1",3.9122128919013e-08,1.49593308614585,0.32,0.229,0.00143190904056479,"7","HRAS"
"H2AFJ2",4.94232182271714e-08,1.14326952844286,0.451,0.389,0.0018089392103327,"7","H2AFJ"
"F11R1",5.02403682034213e-08,0.838763060017554,0.36,0.248,0.00183884771661342,"7","F11R"
"ZNF5931",5.30792321739317e-08,1.55673668500017,0.332,0.242,0.00194275297679807,"7","ZNF593"
"KLF51",5.37600681682627e-08,1.29646382680181,0.252,0.157,0.00196767225502658,"7","KLF5"
"NDUFB101",5.38051621237237e-08,0.9923718261374,0.511,0.473,0.00196932273889041,"7","NDUFB10"
"MRPL31",5.94609290316198e-08,1.41349603546528,0.325,0.235,0.00217632946348632,"7","MRPL3"
"DUT1",5.98891930582968e-08,2.00399258053973,0.295,0.216,0.00219200435512672,"7","DUT"
"HDLBP2",6.56161886657851e-08,0.952197769481599,0.494,0.419,0.0024016181213564,"7","HDLBP"
"APRT1",6.85640523398089e-08,0.942272122031766,0.567,0.522,0.00250951287968935,"7","APRT"
"TUFM1",7.70963050582375e-08,1.22739671449384,0.436,0.364,0.00282180186143655,"7","TUFM"
"LRRC592",7.90894007369976e-08,1.35004124250252,0.401,0.322,0.00289475115637485,"7","LRRC59"
"UQCR101",8.13221760412924e-08,1.04716864281397,0.521,0.466,0.00297647296528734,"7","UQCR10"
"CTSD2",8.41408030805717e-08,0.474563213050922,0.549,0.453,0.003079637533552,"7","CTSD"
"SLIRP1",9.34754621704253e-08,1.48523962105079,0.375,0.292,0.00342129539089974,"7","SLIRP"
"PFDN41",9.55914416973622e-08,1.47636644736141,0.363,0.272,0.00349874235756515,"7","PFDN4"
"RPS4X2",1.0990422742313e-07,0.281060426145205,0.992,0.984,0.00402260462791398,"7","RPS4X"
"NDUFB51",1.09952836400622e-07,1.39287034258781,0.355,0.268,0.00402438376509916,"7","NDUFB5"
"GLRX31",1.31646258794329e-07,1.35029307781605,0.348,0.257,0.00481838471813124,"7","GLRX3"
"YRDC1",1.36416345350404e-07,1.35177385345279,0.297,0.205,0.00499297465617013,"7","YRDC"
"EI242",1.41474851622286e-07,1.6586782291865,0.275,0.186,0.00517812104422729,"7","EI24"
"CNBP1",1.62552153754051e-07,0.641556832574774,0.668,0.686,0.00594957137955202,"7","CNBP"
"COPE1",1.80797990466976e-07,0.922335128015887,0.567,0.532,0.00661738724908178,"7","COPE"
"ATP6V0B2",1.81975529367333e-07,0.515208660344634,0.68,0.657,0.00666048635037375,"7","ATP6V0B"
"ERO1A1",1.83579659184396e-07,0.670487729549623,0.549,0.469,0.00671919910580806,"7","ERO1A"
"HMOX21",1.95610623476055e-07,1.34688831860346,0.292,0.202,0.00715954442984708,"7","HMOX2"
"ITPA1",2.3550105888677e-07,1.74558022716314,0.257,0.172,0.00861957425631469,"7","ITPA"
"OLA11",2.88621329791384e-07,1.57723301555934,0.325,0.245,0.0105638292916944,"7","OLA1"
"UBB2",3.04532403343672e-07,0.525902214641399,0.809,0.848,0.0111461904947817,"7","UBB"
"NDUFA91",3.09991174108265e-07,1.4518506212671,0.3,0.214,0.0113459869635366,"7","NDUFA9"
"CHMP2A1",4.3421902382941e-07,0.993662923594279,0.486,0.43,0.0158928504911802,"7","CHMP2A"
"SLC35B11",4.54276430570349e-07,1.36647484171313,0.327,0.241,0.0166269716353053,"7","SLC35B1"
"CCT31",4.57682932767295e-07,1.14962618064053,0.461,0.399,0.0167516530222158,"7","CCT3"
"GTF2H51",5.00184464936698e-07,1.53739915240994,0.27,0.185,0.0183072516011481,"7","GTF2H5"
"TRIP62",5.15686660115779e-07,1.7572434097859,0.257,0.176,0.0188746474468976,"7","TRIP6"
"AHNAK1",5.27526388983345e-07,0.759591075821176,0.549,0.479,0.0193079933631794,"7","AHNAK"
"NET11",5.31166593258459e-07,1.12736104095296,0.285,0.192,0.0194412284798529,"7","NET1"
"MRPL521",6.13889034002232e-07,1.38243203160303,0.388,0.324,0.0224689525335157,"7","MRPL52"
"TRAF41",6.99013046748164e-07,1.38446307612178,0.295,0.208,0.0255845765240296,"7","TRAF4"
"MTCH21",7.0238231967416e-07,1.65232395531305,0.264,0.183,0.0257078952823939,"7","MTCH2"
"NIPSNAP21",7.09131341858262e-07,1.31525733143765,0.312,0.227,0.0259549162433542,"7","NIPSNAP2"
"TUBA1B1",7.10570299027789e-07,0.722955254768721,0.678,0.711,0.0260075835147161,"7","TUBA1B"
"POP72",7.40338993104069e-07,1.56302763566325,0.295,0.214,0.027097147486602,"7","POP7"
"SMS2",8.40770453456254e-07,1.21872610352943,0.413,0.341,0.0307730393669524,"7","SMS"
"CPNE11",8.93987651658004e-07,1.14091173000477,0.428,0.366,0.0327208420383346,"7","CPNE1"
"BRK12",9.00430094497889e-07,0.866395492083933,0.577,0.548,0.0329566418887172,"7","BRK1"
"TSPAN33",9.20447574713085e-07,1.439240565955,0.39,0.326,0.0336893016820736,"7","TSPAN3"
"NDUFC12",9.79561032084926e-07,1.27658311852455,0.398,0.332,0.0358529133353404,"7","NDUFC1"
"CD1512",1.08738314808049e-06,1.09783789780928,0.413,0.337,0.0397993106028941,"7","CD151"
"NUDC2",1.279618819249e-06,1.15030981876543,0.453,0.408,0.0468353284033327,"7","NUDC"
"STMN1",1.66849516462924e-06,1.52572697203516,0.325,0.255,0.061068591520595,"7","STMN1"
"MRPS151",1.68092556402008e-06,1.36890427711194,0.375,0.309,0.0615235565686988,"7","MRPS15"
"SH3BP42",1.68596453464014e-06,1.49256402381463,0.252,0.172,0.0617079879323637,"7","SH3BP4"
"UFD11",1.68849189293701e-06,1.13325905272844,0.421,0.361,0.0618004917733876,"7","UFD1"
"RBX11",1.72206780071447e-06,0.931091012639878,0.469,0.411,0.0630294035739503,"7","RBX1"
"PSMD72",1.80390204303928e-06,0.897088428512603,0.481,0.425,0.0660246186772807,"7","PSMD7"
"HMGN21",2.39727361261225e-06,1.38361202153994,0.428,0.391,0.0877426114952208,"7","HMGN2"
"ALYREF1",2.41903669038053e-06,1.454954803717,0.292,0.216,0.0885391619046177,"7","ALYREF"
"H1FX1",2.736979122461e-06,0.930991107524943,0.484,0.432,0.100176172861195,"7","H1FX"
"SCOC2",3.22206239523507e-06,1.55105631120804,0.34,0.267,0.117930705727999,"7","SCOC"
"IGFBP42",3.28136605224214e-06,0.986682709285526,0.325,0.237,0.120101278878115,"7","IGFBP4"
"SNRPE2",3.4219909646546e-06,1.210986525494,0.375,0.302,0.125248291297323,"7","SNRPE"
"PSMC12",3.42363430887391e-06,1.08463476507733,0.448,0.391,0.125308439339094,"7","PSMC1"
"NUTF21",3.49024459242539e-06,1.26471026208348,0.373,0.297,0.127746442327362,"7","NUTF2"
"SNHG61",3.53303882326785e-06,0.42466818603819,0.725,0.726,0.129312753970426,"7","SNHG6"
"TOMM401",3.59512151632208e-06,1.52572656097158,0.29,0.215,0.131585042618905,"7","TOMM40"
"PRDX32",3.6607636788223e-06,1.39471152057003,0.31,0.232,0.133987611408575,"7","PRDX3"
"UBE2I1",3.67679071840372e-06,0.830967358766246,0.529,0.511,0.134574217084295,"7","UBE2I"
"STAMBP1",3.73039283861983e-06,1.34308802119182,0.272,0.19,0.136536108286324,"7","STAMBP"
"TARS2",4.41454092205176e-06,1.04616351846824,0.423,0.363,0.161576612288016,"7","TARS"
"MRPS171",4.92539360611378e-06,1.86398983758181,0.252,0.179,0.180274331377371,"7","MRPS17"
"STOML21",4.95775681598689e-06,1.34326191051684,0.325,0.25,0.181458857221936,"7","STOML2"
"RPL382",5.20984404382896e-06,0.33717650491709,0.846,0.888,0.190685501848184,"7","RPL38"
"IFT571",5.21683997531966e-06,1.26179250423213,0.353,0.279,0.190941559936675,"7","IFT57"
"ATP5ME1",5.35806046456969e-06,0.97516759649438,0.494,0.448,0.196110371063715,"7","ATP5ME"
"POLR1D1",5.40475547734978e-06,0.769331534878889,0.542,0.546,0.197819455226479,"7","POLR1D"
"SNRPF2",5.54781167527211e-06,1.09737224185695,0.406,0.337,0.203055455126634,"7","SNRPF"
"ERGIC31",5.58777466781166e-06,1.22539244687121,0.37,0.304,0.204518140616574,"7","ERGIC3"
"ATP5MD1",6.03618743896392e-06,0.913071659524503,0.542,0.52,0.220930496453518,"7","ATP5MD"
"SERINC22",6.22170913930568e-06,1.4994681660438,0.28,0.204,0.227720776207727,"7","SERINC2"
"EIF2S11",6.22573201897969e-06,1.22284770250612,0.353,0.277,0.227868017626675,"7","EIF2S1"
"POLR2J1",6.24637112508809e-06,1.05156986681678,0.418,0.354,0.228623429549349,"7","POLR2J"
"LARP62",6.32693487347927e-06,1.59495250095983,0.262,0.188,0.231572143304215,"7","LARP6"
"ATP5MC22",7.01298699078251e-06,0.591293285261348,0.652,0.672,0.256682336849631,"7","ATP5MC2"
"SNHG292",7.63855333016469e-06,0.339831546444003,0.783,0.815,0.279578690437358,"7","SNHG29"
"BUD231",8.08001269653895e-06,1.1912534015687,0.388,0.327,0.295736544706022,"7","BUD23"
"COX172",8.15927442555166e-06,0.953773202939767,0.428,0.361,0.298637603249616,"7","COX17"
"NDUFAB12",8.17653864532846e-06,1.05709134262859,0.476,0.432,0.299269490957667,"7","NDUFAB1"
"NOP102",9.49798428552676e-06,0.913077509387157,0.531,0.495,0.347635722834565,"7","NOP10"
"TMEM2582",1.03334734653203e-05,0.931282325982695,0.481,0.44,0.37821546230419,"7","TMEM258"
